"ISO3","COUNTRY","country_extra_pasture_km","country_extra_arable_fallow_km","Median_total_glob_trans","Lower_total_glob_trans","Upper_total_glob_trans","Median_total_glob_occ","Lower_total_glob_occ","Upper_total_glob_occ","Median_total_reg_trans","Lower_total_reg_trans","Upper_total_reg_trans","Median_total_reg_occ","Lower_total_reg_occ","Upper_total_reg_occ"
"PRT","Portugal",84.1244428113936,52.0102243778635,0.683245967727437,0,2.45975531077647,0.00212401199876868,0,0.00769349157896856,41.7573008469191,0,136.158877642949,0.151652952357759,0,0.48534309731147
"ROU","Romania",68.9227378586879,47.5863024175602,0.151089983037104,0,0.594405877510927,0.00037963048350377,0,0.00146989273827919,23.0190560804301,0,76.0706997644475,0.0586906344332505,0,0.193066344413462
"RUS","Russia",0.0682772730329618,0.0351410875833535,3.87063695105706e-05,0,0.000324674819948656,8.77944788789726e-08,0,6.7431542129818e-07,0.00445994113236909,0,0.0355762870162497,1.12471589472122e-05,0,8.19248584925978e-05
"RWA","Rwanda",863.537064691653,177.766462754511,3.60045096031048,0,11.7591361322628,0.0477404632429981,0,0.127671252326833,87.3342416134357,0,309.402346458959,1.3188570720336,0,3.41364279910821
"ZAF","South Africa",1142.02079248561,446.961985067184,2.48633947461945,0,14.1554420645173,0.023615920972776,0,0.122306289010683,164.30069804245,0,860.768943920231,1.68174585774359,0,7.69422763243901
"SEN","Senegal",3.31831133100277,0.686035275243812,0.0003353754542492,0,0.00363535888533786,1.24812400812828e-05,0,5.27243193343261e-05,0.00931632579419337,0,0.0876389453457382,0.000306471941695731,0,0.00122317194515292
"SVN","Slovenia",1.32762234658912,0.725109286189819,0.0055163812902022,0,0.0224109385039827,1.46844015660773e-05,0,6.09673893187818e-05,0.745322448933145,0,2.63310948535575,0.00200750766791267,0,0.0071373958702075
"SLE","Sierra Leone",101.557474130889,31.1952164115876,0.399427349650414,0,1.44842726850191,0.00511477212779923,0,0.0163885158577501,8.56552436866504,0,34.6112522445965,0.111503422350391,0,0.421084383721289
"ESP","Spain",63.0452851172388,47.9687643141612,0.471550449711543,0,1.75955669173565,0.00185421870606149,0,0.00700766884241867,32.861815839427,0,111.541672789981,0.126694308636278,0,0.430866386314833
"SDN","Sudan",803.759135111192,101.943017403181,0.0268748049312305,0,0.320010536484906,0.000866423997985719,0,0.00441210290102912,1.52463823828826,0,14.7239880939278,0.0398465972272418,0,0.194127456527759
"SWE","Sweden",336.832477565681,200.867746942821,0.260023539976049,0,1.43873506892314,0.000529677987271173,0,0.00285146294307802,30.4963194449501,0,175.66747286587,0.0689882337348845,0,0.406241907921706
"CHE","Switzerland",90.0188109319322,44.9969294106634,0.276263434398734,0,1.30785345221426,0.000701109084319031,0,0.00327881058319948,25.9571165076605,0,104.216254922534,0.067450030558821,0,0.267888755268922
"ARE","United Arab Emirates",0.724614274138688,0.28568548116327,0.000136418710118972,0,0.00130738741423601,1.17855407787908e-06,0,1.06957075986031e-05,0.011628636924374,0,0.114642420253718,0.000105546264851154,0,0.000996118837221622
"TUN","Tunisia",18.3830949973493,4.40282430853804,0.021020650250783,0,0.104722437197395,9.82143983499684e-05,0,0.000498529385518796,0.780406175849133,0,3.73132338953002,0.00313958846050962,0,0.015897876809537
"TZA","Tanzania",1244.78578862227,248.811578479719,1.92079741901665,0,13.4985023048228,0.0298039235935727,0,0.163102633447146,55.0786037907375,0,414.520062026501,1.00684468433801,0,5.24701797021449
"GBR","United Kingdom",83.7910926605815,49.7076489655782,0.0670465100784461,0,0.296285728614107,0.000163756033988007,0,0.000720618218803759,41.673026970576,0,185.408962878348,0.102523011772464,0,0.454359998144692
"USA","United States",8473.27916995591,3808.41259297357,24.8409035324339,0,126.918975309059,0.0835091073222166,0,0.423083679019782,1916.12277247189,0,10196.4849397656,6.13838756949189,0,31.9010925101752
"BFA","Burkina Faso",380.902091972671,74.6790045347812,0.02926511606282,0,0.341655045851549,0.00115824856100199,0,0.00490621869744624,0.640936704835759,0,7.01635733008625,0.0264394115409235,0,0.0988688745673441
"URY","Uruguay",12.1279193583818,2.0362264876101,0.00513987012539199,0,0.0342977766994542,9.71269025633073e-05,0,0.000444187295655608,0.157933309905115,0,1.0204481578559,0.00298520850682139,0,0.0129869543967743
"VEN","Venezuela",4274.03881535365,1110.04275889186,15.0971020622643,0,106.514896170496,0.192885380409786,0,1.23029445309006,586.718185792716,0,3933.25387495519,7.49362283332982,0,44.5919141728175
"NAM","Namibia",250.086307327591,66.720060309789,0.0998184260418029,0,0.701434654672055,0.00122486108132291,0,0.00713642366003886,5.77390117850063,0,45.504701128868,0.0871915646828419,0,0.496710873928665
