ISO3,Pop,COUNTRY,bovinepppd,shoatpppd,pigpppd,poultrypppd,birdpppd,horsepppd,assespppd,mulespppd,camelpppd,rabbitpppd,rodentspppd,camelidspppd,gamepppd,driednespppd,nespppd,snailpppd,allprotien_percap,gamepcpa,allmeatpppd,allmeatpcpa,percent_game_pppd,protiennogame_ppd,game_protein_kg_extra,source,game_protein_g_extra_pppd
ECU,17643054,Ecuador,5.5353,0.1763,4.6709,6.8575,NA,0,NA,NA,NA,0.036983,NA,NA,0,0.0060823,0.29616,NA,71.47951691,0,17.5792253,113282733.5601257,0,71.47951691,16250000,Halpern et al 2019,2.5216765357571678
LVA,1886198,Latvia,1.2995,0.13113,10.2844,6.724,NA,0,NA,NA,NA,0,NA,NA,0,0,0,NA,94.82262304,0,18.43903,12703271.365775084,0,94.82262304,NA,GENuS database,NA
SAU,34813871,Saudi Arabia,1.6681,2.2657,NA,15.5169,0.012949,0,NA,NA,NA,0,NA,NA,0,0,0,NA,87.30662488,0,19.463649,247495213.63984564,0,87.30662488,NA,GENuS database,NA
HUN,9660351,Hungary,1.617,0.050997,10.0419,8.1496,NA,0.024204,NA,NA,NA,0.09452,NA,NA,0,0.17717,0.52887,NA,73.147010151999993,0,20.684261,72983240.1293569,0,73.147010151999993,NA,GENuS database,NA
CAN,37742154,Canada,8.0043,0.36062,5.9121,11.9771,NA,0.029314,NA,NA,NA,8.58e-5,NA,NA,0,0,0.0049277,NA,98.7879173,0,26.2884475,362394707.0560504,0,98.7879173,NA,GENuS database,NA
KWT,4270571,Kuwait,2.3461,5.0742,NA,20.4758,NA,NA,NA,NA,NA,0,NA,NA,0,0,0.069099,NA,109.37134008,0,27.965199,43620846.110364236,0,109.37134008,NA,GENuS database,NA
BHS,393244,Bahamas,4.4394,0.93251,5.4465,17.728,NA,0,NA,NA,NA,0,NA,NA,0,0,0,NA,63.39194219,0,28.54641,4100188.55183811,0,63.39194219,2080,FAO trade balance sheets,0.014481415195743025
AUS,25499884,Australia,10.9155,4.0834,5.6066,14.5794,NA,0.79609,NA,NA,NA,0,NA,NA,0,0,0,NA,110.55136385,0,35.98099,335120918.75768465,0,110.55136385,NA,GENuS database,NA
IND,1380004385,India,0.43946,0.28096,0.099371,0.83598,NA,0,NA,NA,NA,0,NA,NA,NA,0,0.05723,NA,66.6242489494,NA,1.713001,863432332.6238029,NA,NA,NA,GENuS database,NA
MOZ,31255435,Mozambique,0.32299,0.29818,1.315,0.59309,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,50.96118756,NA,2.52926,28874152.63813852,NA,NA,NA,GENuS database,NA
MWI,19129952,Malawi,0.63168,0.66382,0.83764,0.49142,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,60.7888265,NA,2.6245600000000002,18338364.916414082,NA,NA,NA,GENuS database,NA
LKA,21413249,Sri Lanka,0.46805,0.040785,0.0033124,2.2278,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,58.855667709,NA,2.7399473999999997,21429647.005913224,NA,NA,NA,GENuS database,NA
LBY,6871292,Libya,0.20448,0.18213,0.90695,2.5474,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,50.26631843,NA,3.84096,9639808.65734688,NA,NA,NA,GENuS database,NA
TJK,9537645,Tajikistan,1.0359,1.9634,0.26917,1.0732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1222,NA,51.97670824,NA,4.46387,15550448.397791289,NA,NA,NA,GENuS database,NA
DJI,988000,Djibouti,2.3409,1.9027,0.04979,0.28468,NA,0.067805,NA,NA,NA,NA,NA,NA,NA,0,4.2544e-4,NA,57.07483307,NA,4.64630044,1676696.50088148,NA,NA,NA,GENuS database,NA
GNB,1968001,Guinea-Bissau,1.149,0.52182,2.7209,0.69815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,43.8046076,NA,5.0898699999999995,3658661.493515017,NA,NA,NA,GENuS database,NA
PAK,220892340,Pakistan,2.6554,0.99632,0,1.4658,NA,0,NA,NA,NA,0,NA,NA,NA,2.84e-5,0.056004,NA,73.522296918,NA,5.1735524,417407004.47218204,NA,NA,NA,GENuS database,NA
LAO,7275560,Lao People's Democratic Republic,1.9022,0.094708,2.1049,1.2349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,56.20907979,NA,5.336708,14181758.713429319,NA,NA,NA,GENuS database,NA
IRQ,40222493,Iraq,0.7103,0.64474,0,4.6615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4997e-4,NA,73.05773198,NA,6.0167899700000005,88394259.31765296,NA,NA,NA,GENuS database,NA
DZA,43851044,Algeria,1.3237,2.6081,0,2.3954,NA,0.0057657,NA,NA,NA,0.12532,NA,NA,NA,2.7837e-4,1.51e-5,NA,83.42648634999999,NA,6.45857917,103444439.22666131,NA,NA,NA,GENuS database,NA
SWZ,1136000,Swaziland,4.2189,0.67092,0.39539,1.7861,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,51.6354869,NA,7.0713099999999995,2934056.2304399996,NA,NA,NA,GENuS database,NA
MDV,540544,Maldives,1.808,0.29869,0.3201,4.1766,NA,NA,NA,NA,NA,0.0016546,NA,NA,NA,0.1029,1.3647,NA,104.28327759999999,NA,8.0726446,1593812.0598724417,NA,NA,NA,GENuS database,NA
EGY,102334404,Egypt,3.5434,0.58646,0.002425,3.7531,0.081741,0,NA,NA,NA,0.3688,NA,NA,NA,0,0.095843,NA,88.34193593,NA,8.431769,315159635.19126683,NA,NA,NA,GENuS database,NA
NIC,6624554,Nicaragua,1.638,0.0041001,1.0335,5.8251,NA,0.25307,NA,NA,NA,NA,NA,NA,NA,2.755e-4,8.7e-5,NA,71.16598911,NA,8.7541326,21181659.86416201,NA,NA,NA,GENuS database,NA
SLV,6486205,El Salvador,2.3252,0.0082002,0.88048,5.7125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,64.14514683,NA,8.9263802,21147365.721047748,NA,NA,NA,GENuS database,NA
GTM,17915568,Guatemala,1.7541,0.094302,1.761,5.19,NA,0.098908,NA,NA,NA,0,NA,NA,NA,0.051437,0,NA,63.190063545,NA,8.949747,58564112.30111336,NA,NA,NA,GENuS database,NA
PHL,109581078,Philippines,1.1731,0.21491,4.4135,3.6012,NA,0.0044667,NA,NA,NA,NA,NA,NA,NA,0.014343,0.087074,NA,58.626258209999996,NA,9.5085937,380576601.4741307,NA,NA,NA,GENuS database,NA
UZB,33469203,Uzbekistan,7.2967,1.4898,0.2328,0.49137,NA,0.052041,NA,NA,NA,0.0019512,NA,NA,NA,NA,0.047115,NA,75.15204471,NA,9.6117772,117500385.26918803,NA,NA,NA,GENuS database,NA
MKD,2083374,The former Yugoslav Republic of Macedonia,2.1551,0.57189,2.1534,5.4826,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,75.40548354,NA,10.36299,7885741.629796965,NA,NA,NA,GENuS database,NA
TUR,84339067,Turkey,2.782,1.468,0,6.1486,NA,0.013235,NA,NA,NA,2.6316e-4,NA,NA,NA,0,0.0036165,0.0030188,120.649268933,NA,10.41873346,320947461.22323436,NA,NA,NA,GENuS database,NA
HND,9904607,Honduras,2.1965,0.0123,1.9683,7.1202,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,64.795086591,NA,11.2973,40869764.410466775,NA,NA,NA,GENuS database,NA
ARM,2963243,Armenia,4.9613,1.0309,1.5884,4.7132,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,98.09106287,NA,12.2938,13305881.00878935,NA,NA,NA,GENuS database,NA
GUY,786552,Guyana,0.78762,0.43051,0.75129,11.0714,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,71.4218145,NA,13.04082,3746472.63497676,433.7413237265191,NA,16250000,Halpern et al 2019,56.56342529279265
FJI,896445,Fiji,2.6125,1.8905,1.1155,7.9395,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,75.89029715,NA,13.558,4439248.9784775,NA,NA,NA,GENuS database,NA
UKR,43733762,Ukraine,2.2789,0.15663,4.251,7.1119,NA,0.14714,NA,NA,NA,0.16862,NA,NA,NA,0,1.16e-5,NA,84.91911653,NA,14.114201600000001,225456820.54536164,NA,NA,NA,GENuS database,NA
JPN,126476461,Japan,2.7698,0.061501,4.7198,6.39,NA,0.040571,NA,NA,NA,1.0174e-4,NA,NA,NA,0.0081044,0.012514,NA,77.17957274,NA,14.00239214,646847889.4923674,NA,NA,NA,GENuS database,NA
CUB,11326616,Cuba,1.9455,0.52071,6.4863,5.3621,NA,0.0099265,NA,NA,NA,NA,NA,NA,NA,0,0,NA,80.40126951,NA,14.3245365,59261273.50550004,NA,NA,NA,GENuS database,NA
COL,50882891,Colombia,5.3282,0.094302,1.744,7.4831,NA,0.084022,NA,NA,NA,0.44484,NA,NA,NA,0.0085353,3.27e-5,NA,62.687110433,NA,15.187032,282250624.28583926,5.757294617546494,NA,16250000,Halpern et al 2019,0.8743621759010636
BLZ,397628,Belize,1.6474,0.041001,5.4052,8.1808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,67.9708544,NA,15.274401,2218356.6574824266,NA,NA,NA,GENuS database,NA
CRI,5094118,Costa Rica,5.5761,0.0082002,3.4369,6.5822,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,78.537202567,NA,15.603400200000001,29032101.45476362,NA,NA,NA,GENuS database,NA
MYS,32365999,Malaysia,1.5793,0.25134,2.0855,12.3133,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,74.1191661,NA,16.22944,191859264.67555705,NA,NA,NA,GENuS database,NA
DOM,10847910,Dominican Republic,3.2226,0.082002,3.9706,8.8502,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,59.199892434,NA,16.125401999999998,63892053.734986745,NA,NA,NA,GENuS database,NA
HRV,4105267,Croatia,2.4376,0.29505,10.3305,2.8642,NA,0.40659,NA,NA,NA,0.0021597,NA,NA,NA,0,0.014724,NA,78.59411031,NA,16.3508237,24517222.514065787,NA,NA,NA,GENuS database,NA
PRY,7132538,Paraguay,5.4506,0.22961,8.6382,1.9334,NA,0.33701,NA,NA,NA,NA,NA,NA,NA,0.0051976,NA,NA,66.58976857,NA,16.5940176,43230062.668480285,NA,NA,NA,GENuS database,NA
GRD,112523,Grenada,1.695,0.48811,2.4007,13.4059,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,64.67857737,NA,17.989710000000002,739359.5545250326,NA,NA,NA,GENuS database,NA
SUR,586632,Suriname,3.6149,0.036901,2.8046,11.1246,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,61.36280314,NA,17.581001,3767034.283645338,431.373828227413,NA,16250000,Halpern et al 2019,75.83983705439977
DMA,71986,Dominica,3.1097,0.59041,4.212,9.6949,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,74.10523301,NA,17.60701,462939.115534365,NA,NA,NA,GENuS database,NA
JAM,2961167,Jamaica,1.4825,0.54275,0.95787,16.5675,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,70.3570064,NA,19.55062,21145290.695035484,NA,NA,NA,GENuS database,NA
MEX,128932753,Mexico,5.0332,0.38131,4.6913,9.2413,NA,0.34036,NA,NA,NA,0.01957,NA,NA,NA,0.02497,6.7567e-4,NA,86.01252837,NA,19.732685670000002,929265210.3154929,NA,NA,NA,GENuS database,NA
SYR,17500658,Syrian Arab Republic,5.7873,0.55732,8.0946,5.2563,0.12175,NA,NA,NA,NA,0.0036783,NA,NA,NA,0.0012332,0,NA,124.94625161,NA,19.8221815,126705670.32939221,NA,NA,NA,GENuS database,NA
MNE,628066,Montenegro,2.6448,0.61924,12.656,4.4449,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,99.29713543,NA,20.36494,4671739.76980611,NA,NA,NA,GENuS database,NA
PSE,5101414,Occupied Palestinian Territory,2.6448,0.61924,12.656,4.4449,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,150.54677883,NA,20.36494,37945818.85668969,NA,NA,NA,GENuS database,NA
TTO,1399488,Trinidad and Tobago,1.2726,1.0017,1.8236,17.3983,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,68.26436299,NA,21.496199999999998,10988061.908630399,NA,NA,NA,GENuS database,NA
PAN,4314767,Panama,6.5206,0,4.161,9.1912,NA,NA,NA,NA,NA,0,NA,NA,NA,1.3654,2.747e-4,NA,81.971366429,NA,21.2384747,33471170.231993113,NA,NA,NA,GENuS database,NA
BOL,11673021,Bolivia (Plurinational State of),6.2131,0.72982,2.8896,11.403,NA,0,NA,NA,NA,0.0072559,0.27753,NA,NA,0,0,NA,69.21489585,NA,21.5203059,91753350.4301245,17.71052492777941,NA,16250000,Halpern et al 2019,3.8113591409538836
BLR,9449323,Belarus,4.9129,0.040069,8.4462,8.1593,NA,0.10542,NA,NA,NA,0.04069,NA,NA,NA,0,0,NA,106.00858144,NA,21.704579,74910429.20014371,NA,NA,NA,GENuS database,NA
BRB,287375,Barbados,3.6806,1.3587,1.5035,16.1246,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,76.47998457,NA,22.6674,2379254.5983937504,NA,NA,NA,GENuS database,NA
NCL,285498,New Caledonia,4.3748,0.80137,4.0813,14.13,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,71.66087229,NA,23.38747,2438801.976149415,NA,NA,NA,GENuS database,NA
KNA,53199,Saint Kitts and Nevis,2.8251,0.61924,2.0661,18.6461,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,56.66162833,NA,24.15654,469384.152525765,NA,NA,NA,GENuS database,NA
BRN,437479,Brunei Darussalam,2.9892,0.73216,1.6053,20.2043,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,73.07542142,NA,25.53096,4079571.7949040597,NA,NA,NA,GENuS database,NA
MNG,3278290,Mongolia,5.7777,18.4955,0.025313,0.68764,NA,3.0514,NA,NA,NA,NA,NA,NA,NA,0,0.1756,NA,81.50935402,NA,28.213153000000002,33782300.256492145,NA,NA,NA,GENuS database,NA
CHL,19116201,Chile,6.2162,0.24601,7.8835,11.3436,NA,0,NA,NA,NA,1.281e-4,NA,NA,NA,0.21517,2.068e-4,NA,89.353169945,NA,25.904814899999998,180872402.11323518,NA,NA,NA,GENuS database,NA
VEN,28435940,Venezuela (Bolivarian Republic of),6.3292,0.1312,2.4205,14.131,NA,0,NA,NA,NA,4.9146,NA,NA,NA,0.0059557,0,NA,82.519700531,NA,27.932455700000002,290112827.94190264,5.601269035664355,NA,16250000,Halpern et al 2019,1.5645719920247634
LCA,183627,Saint Lucia,1.8457,1.0636,3.2737,22.4736,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,74.10369892,NA,28.6566,1921991.3345650502,NA,NA,NA,GENuS database,NA
ATG,97929,Antigua and Barbuda,3.9757,1.4801,4.2596,18.3856,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,74.40431303,NA,28.101,1005132.5082922499,NA,NA,NA,GENuS database,NA
ISL,341243,Iceland,3.4869,7.8134,4.8573,7.933,NA,1.2849,NA,NA,NA,0,NA,NA,NA,0,3.3794,NA,104.85621641,NA,28.7549,3583982.1464406755,NA,NA,NA,GENuS database,NA
BRA,212559417,Brazil,12.2598,0.24601,4.2732,12.7107,NA,0.058676,NA,NA,NA,0.0044582,NA,NA,NA,0,0,NA,96.6789373387,NA,29.5528442,2294403830.6864595,0.7082449821023088,NA,16250000,Halpern et al 2019,0.2093065361150132
VCT,110940,Saint Vincent and the Grenadines,3.2394,0.48082,3.298,23.9736,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,77.29119397,NA,30.99182,1255814.4245697,NA,NA,NA,GENuS database,NA
PYF,280908,French Polynesia,9.1209,1.3186,4.0279,15.672,NA,0,NA,NA,NA,0,NA,NA,NA,0.55829,0.023493,NA,80.48131954,NA,30.721183,3152043.973588401,NA,NA,NA,GENuS database,NA
ISR,8655535,Israel,7.4501,0.76131,0.59897,22.5156,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,108.025047636,NA,31.325979999999998,99035023.2283193,NA,NA,NA,GENuS database,NA
